id_venda;cod_cliente;nom_cliente;cod_vendedor;nom_vendedor;cod_cidade;nom_cidade;cod_produto;Nom_produto;cod_marca;Nom_marca;cod_departamento;nom_departamento;cod_gerencia;nom_gerencia;Ano_venda;Mes_venda;Dia_venda;dtc_venda;qtd_venda;val_venda;num_nota;Latitude;Longitude
4373;3;Renato Russo;2;Márcio Barroso;1;Salvador;14;Classificador;9;AVON;1;Papelaria;3;Eletro Eletrônico;2015;8;12;12/08/2015;2;25;347;39911652;32840305
4374;2;Benito de Paula;5;Maria Braga;5;Budapeste;3;Teclado;1;APPLE;2;Informática;2;papelaria/cosmético;2014;11;21;21/11/2014;2;342.09;477;41792222;123432778
4375;6;Reginaldo Rossi;8;Márcia Brito;2;Nova Iorque;19;Fogão;13;BRASTEMP;1;Eletrodomestico;3;Eletro Eletrônico;2015;5;13;13/05/2015;3;1500;1342;24653664;4671522
4376;5;Edson Arantes;11;Filipe Almeida;4;Bagdá;17;Aparalho de Barbear Elétrico;2;MICROSOFT;6;Eletrodomestico;2;papelaria/cosmético;2014;12;26;26/12/2014;1;1075;599;1075;106666667
4377;2;Benito de Paula;2;Márcio Barroso;3;Roma;6;Notebook ;5;SAMSUNG;1;Informática;4;Casa e Decoração;2014;10;23;23/10/2014;3;550;470;-33925839;18423218
4378;4;Tom Jobim;8;Márcia Brito;4;Bagdá;21;microondas;14;DA CASA;6;Eletrodomestico;4;Casa e Decoração;2014;2;3;03/02/2014;2;2100;415;52516667;134
4379;5;Edson Arantes;2;Márcio Barroso;1;Salvador;11;Caneta ;8;FABER CASTELL;1;Papelaria;4;Casa e Decoração;2014;2;6;06/02/2014;3;0.5;87;455;-73583333
4380;6;Reginaldo Rossi;4;Daniela Matos;4;Bagdá;8;Telefone Sem Fio;5;SAMSUNG;4;Eletrodomestico;2;papelaria/cosmético;2015;10;23;23/10/2015;3;875;1248;4575;12665
4381;4;Tom Jobim;7;João Oliveira;3;Roma;14;Classificador;9;AVON;2;Papelaria;2;papelaria/cosmético;2015;2;19;19/02/2015;3;25;354;23116667;11325
4382;1;João do Pulo;2;Márcio Barroso;5;Budapeste;5;Computador;4;IBM;3;Informática;2;papelaria/cosmético;2015;2;12;12/02/2015;3;2125.99;1145;-29857896;31029198
4383;6;Reginaldo Rossi;6;Rodrigo Machado;5;Budapeste;4;Monitor;4;IBM;4;Informática;3;Eletro Eletrônico;2014;11;26;26/11/2014;1;1300;919;40408566;-369222
4384;1;João do Pulo;3;Issac Palmeiras;2;Nova Iorque;17;Aparalho de Barbear Elétrico;2;MICROSOFT;2;Eletrodomestico;2;papelaria/cosmético;2015;4;22;22/04/2015;2;1075;828;32061667;118777778
4385;5;Edson Arantes;10;Danilo Barreto;3;Roma;23;Sofá;14;DA CASA;2;Eletrodomestico;4;Casa e Decoração;2014;5;9;09/05/2014;1;300;44;34516667;69183333
4386;1;João do Pulo;3;Issac Palmeiras;1;Salvador;20;Geladeira;12;ELETROLUX;2;Eletrodomestico;1;Tecnologia;2015;6;1;01/06/2015;3;350;51;18533333;73866667
4387;3;Renato Russo;11;Filipe Almeida;3;Roma;14;Classificador;9;AVON;4;Papelaria;3;Eletro Eletrônico;2015;10;28;28/10/2015;3;25;136;20966667;729
4388;4;Tom Jobim;10;Danilo Barreto;4;Bagdá;10;Papel A4;8;FABER CASTELL;6;Papelaria;2;papelaria/cosmético;2014;2;23;23/02/2014;1;2.15;754;4185;-8765
4389;1;João do Pulo;8;Márcia Brito;3;Roma;9;Celular  8GB;8;FABER CASTELL;4;Informática;4;Casa e Decoração;2015;12;15;15/12/2015;2;12.25;1222;26466667;8035
4390;4;Tom Jobim;7;João Oliveira;3;Roma;22;Mesa;14;DA CASA;6;Eletrodomestico;1;Tecnologia;2014;6;1;01/06/2014;2;1600;1032;15636111;32437222
4391;3;Renato Russo;1;Claudio Silva;3;Roma;15;Baton;10;BOTICARIO;5;cosmético;4;Casa e Decoração;2015;5;13;13/05/2015;3;98.5;287;-8836804;13233174
4392;1;João do Pulo;4;Daniela Matos;2;Nova Iorque;23;Sofá;14;DA CASA;6;Eletrodomestico;2;papelaria/cosmético;2014;5;2;02/05/2014;3;300;808;9024325;38749226
4393;3;Renato Russo;10;Danilo Barreto;3;Roma;21;microondas;14;DA CASA;1;Eletrodomestico;2;papelaria/cosmético;2015;11;1;01/11/2015;3;2100;858;-1283333;36816667
4394;3;Renato Russo;5;Maria Braga;3;Roma;23;Sofá;14;DA CASA;4;Eletrodomestico;3;Eletro Eletrônico;2014;4;16;16/04/2014;2;300;1018;37726944;112470833
4395;1;João do Pulo;8;Márcia Brito;3;Roma;8;Telefone Sem Fio;5;SAMSUNG;2;Eletrodomestico;4;Casa e Decoração;2015;4;1;01/04/2015;2;875;240;26916667;75816667
4396;2;Benito de Paula;2;Márcio Barroso;5;Budapeste;9;Celular  8GB;8;FABER CASTELL;2;Informática;1;Tecnologia;2014;5;19;19/05/2014;1;12.25;1205;-12983333;-38516667
4397;4;Tom Jobim;5;Maria Braga;4;Bagdá;3;Teclado;1;APPLE;3;Informática;1;Tecnologia;2015;9;18;18/09/2015;3;342.09;540;14670833;-17438056
4398;1;João do Pulo;4;Daniela Matos;5;Budapeste;22;Mesa;14;DA CASA;2;Eletrodomestico;4;Casa e Decoração;2015;6;12;12/06/2015;3;1600;1244;-68;39283333
4399;4;Tom Jobim;10;Danilo Barreto;5;Budapeste;1;TV;3;DELL;1;Eletrodomestico;4;Casa e Decoração;2014;12;2;02/12/2014;2;25.15;343;419;12483333
4400;2;Benito de Paula;10;Danilo Barreto;4;Bagdá;20;Geladeira;12;ELETROLUX;3;Eletrodomestico;2;papelaria/cosmético;2015;9;17;17/09/2015;3;350;1187;2066667;45366667
4401;3;Renato Russo;4;Daniela Matos;2;Nova Iorque;21;microondas;14;DA CASA;5;Eletrodomestico;2;papelaria/cosmético;2014;8;16;16/08/2014;3;2100;1500;21516944;39219167
4402;1;João do Pulo;3;Issac Palmeiras;1;Salvador;3;Teclado;1;APPLE;1;Informática;2;papelaria/cosmético;2014;8;19;19/08/2014;3;342.09;1242;4388;125322778
4403;3;Renato Russo;8;Márcia Brito;5;Budapeste;11;Caneta ;8;FABER CASTELL;4;Papelaria;1;Tecnologia;2015;9;13;13/09/2015;1;0.5;945;25039167;121525
4404;1;João do Pulo;1;Claudio Silva;4;Bagdá;11;Caneta ;8;FABER CASTELL;5;Papelaria;3;Eletro Eletrônico;2015;10;10;10/10/2015;3;0.5;1412;50433333;30516667
4405;6;Reginaldo Rossi;8;Márcia Brito;4;Bagdá;3;Teclado;1;APPLE;6;Informática;1;Tecnologia;2015;7;9;09/07/2015;1;342.09;854;31416667;73083333
4406;5;Edson Arantes;10;Danilo Barreto;5;Budapeste;10;Papel A4;8;FABER CASTELL;2;Papelaria;1;Tecnologia;2014;2;7;07/02/2014;2;2.15;541;38412726;27138376
4407;1;João do Pulo;5;Maria Braga;3;Roma;1;TV;3;DELL;4;Eletrodomestico;3;Eletro Eletrônico;2015;12;20;20/12/2015;1;25.15;1177;2685;80916667
4408;2;Benito de Paula;5;Maria Braga;2;Nova Iorque;8;Telefone Sem Fio;5;SAMSUNG;1;Eletrodomestico;3;Eletro Eletrônico;2014;3;22;22/03/2014;2;875;225;30008611;31212222
4409;4;Tom Jobim;5;Maria Braga;3;Roma;6;Notebook ;5;SAMSUNG;4;Informática;4;Casa e Decoração;2015;4;12;12/04/2015;1;550;219;-3316667;-41416667
4410;5;Edson Arantes;3;Issac Palmeiras;3;Roma;6;Notebook ;5;SAMSUNG;2;Informática;3;Eletro Eletrônico;2014;12;3;03/12/2014;2;550;867;3437222;-765225
4411;4;Tom Jobim;1;Claudio Silva;3;Roma;16;Perfume;11;PHILIPS;5;cosmético;2;papelaria/cosmético;2014;6;13;13/06/2014;1;135;266;-7249167;112750833
4412;2;Benito de Paula;9;Diego Santos;1;Salvador;17;Aparalho de Barbear Elétrico;2;MICROSOFT;2;Eletrodomestico;2;papelaria/cosmético;2015;4;21;21/04/2015;3;1075;951;-19916667;-43933333
4413;1;João do Pulo;3;Issac Palmeiras;1;Salvador;17;Aparalho de Barbear Elétrico;2;MICROSOFT;3;Eletrodomestico;1;Tecnologia;2014;5;5;05/05/2014;2;1075;998;36297;596062
4414;4;Tom Jobim;11;Filipe Almeida;1;Salvador;6;Notebook ;5;SAMSUNG;4;Informática;4;Casa e Decoração;2015;6;18;18/06/2015;3;550;1122;2115;791
4415;4;Tom Jobim;5;Maria Braga;4;Bagdá;22;Mesa;14;DA CASA;6;Eletrodomestico;4;Casa e Decoração;2015;6;5;05/06/2015;1;1600;66;-17817778;31044722
4416;3;Renato Russo;12;Marilia Cardoso;1;Salvador;3;Teclado;1;APPLE;2;Informática;2;papelaria/cosmético;2014;2;16;16/02/2014;1;342.09;534;-15783333;-47916667
4417;3;Renato Russo;7;João Oliveira;2;Nova Iorque;21;microondas;14;DA CASA;3;Eletrodomestico;2;papelaria/cosmético;2014;2;2;02/02/2014;1;2100;452;18466667;-699
4418;6;Reginaldo Rossi;4;Daniela Matos;5;Budapeste;23;Sofá;14;DA CASA;4;Eletrodomestico;3;Eletro Eletrônico;2014;2;16;16/02/2014;3;300;716;35180198;136906739
4419;2;Benito de Paula;3;Issac Palmeiras;4;Bagdá;11;Caneta ;8;FABER CASTELL;2;Papelaria;2;papelaria/cosmético;2014;9;3;03/09/2014;2;0.5;625;36202778;37158611
4420;5;Edson Arantes;6;Rodrigo Machado;3;Roma;12;Borracha;7;TILIBRA;4;Papelaria;1;Tecnologia;2014;10;25;25/10/2014;1;5.3;255;48866667;2333333
4421;6;Reginaldo Rossi;5;Maria Braga;1;Salvador;13;Estojo;7;TILIBRA;2;Papelaria;3;Eletro Eletrônico;2015;11;25;25/11/2015;2;3.2;1187;36668333;116997222
4422;6;Reginaldo Rossi;12;Marilia Cardoso;3;Roma;4;Monitor;4;IBM;6;Informática;4;Casa e Decoração;2015;12;1;01/12/2015;1;1300;1227;373325;114701389
4423;4;Tom Jobim;5;Maria Braga;3;Roma;2;Mouse;2;MICROSOFT;5;Informática;3;Eletro Eletrônico;2015;10;15;15/10/2015;1;25.9;545;38912222;121602222
4424;4;Tom Jobim;3;Issac Palmeiras;2;Nova Iorque;4;Monitor;4;IBM;1;Informática;1;Tecnologia;2014;6;6;06/06/2014;1;1300;1076;29763056;-95363056
4425;5;Edson Arantes;4;Daniela Matos;5;Budapeste;16;Perfume;11;PHILIPS;3;cosmético;3;Eletro Eletrônico;2014;7;26;26/07/2014;2;135;1196;-26205171;28049815
4426;5;Edson Arantes;7;João Oliveira;2;Nova Iorque;22;Mesa;14;DA CASA;3;Eletrodomestico;2;papelaria/cosmético;2014;9;23;23/09/2014;2;1600;958;625184;-75563591
4427;3;Renato Russo;7;João Oliveira;5;Budapeste;14;Classificador;9;AVON;2;Papelaria;3;Eletro Eletrônico;2014;8;3;03/08/2014;3;25;1012;36763056;3050556
4428;4;Tom Jobim;12;Marilia Cardoso;4;Bagdá;4;Monitor;4;IBM;4;Informática;2;papelaria/cosmético;2015;2;8;08/02/2015;3;1300;464;41316667;6925
4429;4;Tom Jobim;7;João Oliveira;1;Salvador;16;Perfume;11;PHILIPS;4;cosmético;2;papelaria/cosmético;2015;8;26;26/08/2015;3;135;974;15588056;32534167
4430;4;Tom Jobim;4;Daniela Matos;4;Bagdá;6;Notebook ;5;SAMSUNG;1;Informática;4;Casa e Decoração;2014;12;10;10/12/2014;3;550;1168;555;-216667
4431;1;João do Pulo;5;Maria Braga;2;Nova Iorque;9;Celular  8GB;8;FABER CASTELL;2;Informática;2;papelaria/cosmético;2015;9;27;27/09/2015;1;12.25;185;-2166667;-799
4432;2;Benito de Paula;7;João Oliveira;3;Roma;19;Fogão;13;BRASTEMP;1;Eletrodomestico;2;papelaria/cosmético;2014;8;15;15/08/2014;2;1500;796;10631667;-71640556
4433;1;João do Pulo;9;Diego Santos;1;Salvador;4;Monitor;4;IBM;4;Informática;1;Tecnologia;2014;9;13;13/09/2014;3;1300;45;34013784;-6844268
4434;5;Edson Arantes;12;Marilia Cardoso;5;Budapeste;6;Notebook ;5;SAMSUNG;4;Informática;4;Casa e Decoração;2015;1;22;22/01/2015;2;550;731;43850833;126560278
4435;3;Renato Russo;5;Maria Braga;3;Roma;7;Celular 4Gb;5;SAMSUNG;1;Informática;1;Tecnologia;2015;7;6;06/07/2015;1;52.9;482;3029365;120161419
4436;1;João do Pulo;6;Rodrigo Machado;5;Budapeste;6;Notebook ;5;SAMSUNG;4;Informática;3;Eletro Eletrônico;2014;2;10;10/02/2014;3;550;1056;44433333;261
4437;4;Tom Jobim;10;Danilo Barreto;3;Roma;4;Monitor;4;IBM;4;Informática;3;Eletro Eletrônico;2014;6;12;12/06/2014;1;1300;382;2855;115933333
4438;6;Reginaldo Rossi;7;João Oliveira;1;Salvador;5;Computador;4;IBM;3;Informática;2;papelaria/cosmético;2014;8;27;27/08/2014;1;2125.99;1392;9509167;-13712222
4439;5;Edson Arantes;10;Danilo Barreto;2;Nova Iorque;17;Aparalho de Barbear Elétrico;2;MICROSOFT;2;Eletrodomestico;4;Casa e Decoração;2015;11;20;20/11/2015;3;1075;1142;-2747101;153024292
4440;2;Benito de Paula;5;Maria Braga;3;Roma;17;Aparalho de Barbear Elétrico;2;MICROSOFT;2;Eletrodomestico;1;Tecnologia;2015;11;18;18/11/2015;3;1075;945;4925;-123133333
4441;3;Renato Russo;11;Filipe Almeida;2;Nova Iorque;18;Xbox ;12;ELETROLUX;1;Informática;1;Tecnologia;2014;11;10;10/11/2014;2;850;756;22716667;75833333
4442;6;Reginaldo Rossi;3;Issac Palmeiras;5;Budapeste;15;Baton;10;BOTICARIO;2;cosmético;1;Tecnologia;2014;6;4;04/06/2014;1;98.5;337;105;-66916667
4443;4;Tom Jobim;3;Issac Palmeiras;5;Budapeste;7;Celular 4Gb;5;SAMSUNG;6;Informática;2;papelaria/cosmético;2015;6;3;03/06/2015;1;52.9;937;19601111;-990525
4444;1;João do Pulo;3;Issac Palmeiras;4;Bagdá;8;Telefone Sem Fio;5;SAMSUNG;2;Eletrodomestico;4;Casa e Decoração;2015;7;23;23/07/2015;2;875;476;35685;139751389
4445;4;Tom Jobim;12;Marilia Cardoso;2;Nova Iorque;14;Classificador;9;AVON;5;Papelaria;1;Tecnologia;2015;12;22;22/12/2015;2;25;173;31045556;121399722
4446;2;Benito de Paula;1;Claudio Silva;4;Bagdá;9;Celular  8GB;8;FABER CASTELL;2;Informática;3;Eletro Eletrônico;2015;12;17;17/12/2015;3;12.25;866;18975;72825833
4447;5;Edson Arantes;12;Marilia Cardoso;5;Budapeste;11;Caneta ;8;FABER CASTELL;5;Papelaria;1;Tecnologia;2015;6;10;10/06/2015;1;0.5;78;249056;670822
4448;6;Reginaldo Rossi;7;João Oliveira;4;Bagdá;14;Classificador;9;AVON;2;Papelaria;1;Tecnologia;2014;4;6;06/04/2014;2;25;873;28666667;77216667
4449;5;Edson Arantes;11;Filipe Almeida;5;Budapeste;5;Computador;4;IBM;3;Informática;2;papelaria/cosmético;2014;2;26;26/02/2014;1;2125.99;903;286;772
4450;5;Edson Arantes;3;Issac Palmeiras;5;Budapeste;22;Mesa;14;DA CASA;6;Eletrodomestico;3;Eletro Eletrônico;2015;8;18;18/08/2015;3;1600;1234;146042;1209822
4451;3;Renato Russo;5;Maria Braga;2;Nova Iorque;17;Aparalho de Barbear Elétrico;2;MICROSOFT;2;Eletrodomestico;1;Tecnologia;2014;7;7;07/07/2014;1;1075;1027;55752222;37615556
4452;3;Renato Russo;2;Márcio Barroso;5;Budapeste;14;Classificador;9;AVON;6;Papelaria;3;Eletro Eletrônico;2014;4;22;22/04/2014;1;25;809;375985;1269783
4453;5;Edson Arantes;12;Marilia Cardoso;1;Salvador;8;Telefone Sem Fio;5;SAMSUNG;3;Eletrodomestico;2;papelaria/cosmético;2015;6;11;11/06/2015;3;875;87;-23473293;-46665803
4454;3;Renato Russo;10;Danilo Barreto;5;Budapeste;8;Telefone Sem Fio;5;SAMSUNG;1;Eletrodomestico;2;papelaria/cosmético;2015;3;20;20/03/2015;1;875;352;41018611;28964722
4455;1;João do Pulo;8;Márcia Brito;1;Salvador;11;Caneta ;8;FABER CASTELL;2;Papelaria;3;Eletro Eletrônico;2014;5;7;07/05/2014;2;0.5;182;6453056;3395833
4456;4;Tom Jobim;7;João Oliveira;4;Bagdá;16;Perfume;11;PHILIPS;4;cosmético;4;Casa e Decoração;2015;8;24;24/08/2015;1;135;1123;19434167;-99138611
4457;5;Edson Arantes;12;Marilia Cardoso;3;Roma;23;Sofá;14;DA CASA;2;Eletrodomestico;4;Casa e Decoração;2014;11;10;10/11/2014;3;300;667;-6174444;106829444
4458;1;João do Pulo;11;Filipe Almeida;2;Nova Iorque;9;Celular  8GB;8;FABER CASTELL;4;Informática;3;Eletro Eletrônico;2014;6;24;24/06/2014;1;12.25;1234;40714167;-74006389
4459;5;Edson Arantes;10;Danilo Barreto;1;Salvador;20;Geladeira;12;ELETROLUX;4;Eletrodomestico;3;Eletro Eletrônico;2014;6;7;07/06/2014;3;350;352;-43;153
4460;3;Renato Russo;10;Danilo Barreto;5;Budapeste;11;Caneta ;8;FABER CASTELL;5;Papelaria;3;Eletro Eletrônico;2014;12;24;24/12/2014;1;0.5;150;3005;3125
4461;5;Edson Arantes;3;Issac Palmeiras;5;Budapeste;16;Perfume;11;PHILIPS;4;cosmético;1;Tecnologia;2014;3;10;10/03/2014;3;135;42;-1205;-7705
4462;6;Reginaldo Rossi;12;Marilia Cardoso;3;Roma;2;Mouse;2;MICROSOFT;1;Informática;4;Casa e Decoração;2015;11;15;15/11/2015;3;25.9;1219;39928889;116388333
4463;2;Benito de Paula;1;Claudio Silva;4;Bagdá;9;Celular  8GB;8;FABER CASTELL;4;Informática;1;Tecnologia;2014;9;14;14/09/2014;1;12.25;667;51514125;-93689
4464;3;Renato Russo;11;Filipe Almeida;4;Bagdá;1;TV;3;DELL;6;Eletrodomestico;1;Tecnologia;2015;10;18;18/10/2015;1;25.15;1313;4649178;-74062827
4465;4;Tom Jobim;3;Issac Palmeiras;3;Roma;2;Mouse;2;MICROSOFT;3;Informática;3;Eletro Eletrônico;2014;2;15;15/02/2014;2;25.9;1378;23723056;90408611
4466;6;Reginaldo Rossi;11;Filipe Almeida;3;Roma;6;Notebook ;5;SAMSUNG;6;Informática;2;papelaria/cosmético;2014;8;22;22/08/2014;3;550;1302;31549722;74343611
4467;2;Benito de Paula;8;Márcia Brito;1;Salvador;8;Telefone Sem Fio;5;SAMSUNG;2;Eletrodomestico;3;Eletro Eletrônico;2015;4;8;08/04/2015;3;875;808;-229;-43233333
4468;1;João do Pulo;5;Maria Braga;5;Budapeste;7;Celular 4Gb;5;SAMSUNG;4;Informática;4;Casa e Decoração;2014;6;21;21/06/2014;1;52.9;1054;33338611;44393889
4469;3;Renato Russo;7;João Oliveira;2;Nova Iorque;21;microondas;14;DA CASA;6;Eletrodomestico;4;Casa e Decoração;2015;4;10;10/04/2015;3;2100;227;13753979;100501444
4470;1;João do Pulo;1;Claudio Silva;3;Roma;5;Computador;4;IBM;1;Informática;1;Tecnologia;2014;1;5;05/01/2014;3;2125.99;1318;12983333;77583333
4471;6;Reginaldo Rossi;7;João Oliveira;2;Nova Iorque;8;Telefone Sem Fio;5;SAMSUNG;6;Eletrodomestico;1;Tecnologia;2014;6;20;20/06/2014;3;875;654;-3345;-70666667
4472;3;Renato Russo;10;Danilo Barreto;5;Budapeste;21;microondas;14;DA CASA;6;Eletrodomestico;4;Casa e Decoração;2014;4;20;20/04/2014;1;2100;989;22569722;88369722
4473;1;João do Pulo;10;Danilo Barreto;1;Salvador;20;Geladeira;12;ELETROLUX;1;Eletrodomestico;2;papelaria/cosmético;2015;6;12;12/06/2015;1;350;1224;43666667;-79416667
4474;3;Renato Russo;11;Filipe Almeida;5;Budapeste;21;microondas;14;DA CASA;2;Eletrodomestico;4;Casa e Decoração;2015;4;8;08/04/2015;1;2100;603;16783333;96166667
4475;2;Benito de Paula;11;Filipe Almeida;2;Nova Iorque;21;microondas;14;DA CASA;4;Eletrodomestico;4;Casa e Decoração;2014;7;10;10/07/2014;1;2100;1346;-33861481;151205475
4476;6;Reginaldo Rossi;12;Marilia Cardoso;3;Roma;16;Perfume;11;PHILIPS;4;cosmético;4;Casa e Decoração;2014;3;15;15/03/2014;3;135;531;13083333;80283333
4477;2;Benito de Paula;3;Issac Palmeiras;4;Bagdá;9;Celular  8GB;8;FABER CASTELL;3;Informática;2;papelaria/cosmético;2015;4;22;22/04/2015;2;12.25;1155;30580125;114273405
4478;5;Edson Arantes;9;Diego Santos;5;Budapeste;2;Mouse;2;MICROSOFT;5;Informática;3;Eletro Eletrônico;2014;8;26;26/08/2014;3;25.9;235;59894444;30264167
4479;4;Tom Jobim;9;Diego Santos;5;Budapeste;11;Caneta ;8;FABER CASTELL;4;Papelaria;2;papelaria/cosmético;2014;10;8;08/10/2014;3;0.5;997;29562778;106552778
4480;5;Edson Arantes;5;Maria Braga;1;Salvador;17;Aparalho de Barbear Elétrico;2;MICROSOFT;3;Eletrodomestico;2;papelaria/cosmético;2015;4;8;08/04/2015;2;1075;628;34258333;108928611
4481;4;Tom Jobim;9;Diego Santos;2;Nova Iorque;5;Computador;4;IBM;5;Informática;2;papelaria/cosmético;2014;6;11;11/06/2014;3;2125.99;185;30666667;104066667
4482;2;Benito de Paula;12;Marilia Cardoso;2;Nova Iorque;6;Notebook ;5;SAMSUNG;3;Informática;1;Tecnologia;2014;9;15;15/09/2014;3;550;659;34052222;-118242778
4483;5;Edson Arantes;3;Issac Palmeiras;3;Roma;12;Borracha;7;TILIBRA;6;Papelaria;4;Casa e Decoração;2015;7;2;02/07/2015;2;5.3;74;31198056;29919167
4484;2;Benito de Paula;9;Diego Santos;3;Roma;21;microondas;14;DA CASA;1;Eletrodomestico;2;papelaria/cosmético;2015;5;23;23/05/2015;2;2100;696;39142222;117176667
4485;1;João do Pulo;6;Rodrigo Machado;3;Roma;12;Borracha;7;TILIBRA;4;Papelaria;2;papelaria/cosmético;2014;12;10;10/12/2014;3;5.3;984;-37813938;144963425
4486;5;Edson Arantes;12;Marilia Cardoso;2;Nova Iorque;5;Computador;4;IBM;1;Informática;3;Eletro Eletrônico;2014;12;13;13/12/2014;1;2125.99;299;23033333;72616667
4487;1;João do Pulo;5;Maria Braga;3;Roma;6;Notebook ;5;SAMSUNG;1;Informática;4;Casa e Decoração;2014;2;27;27/02/2014;1;550;1259;5309657;-4012656
4488;2;Benito de Paula;7;João Oliveira;5;Budapeste;5;Computador;4;IBM;4;Informática;3;Eletro Eletrônico;2014;11;26;26/11/2014;1;2125.99;1226;11994354;8513807
4489;4;Tom Jobim;10;Danilo Barreto;5;Budapeste;8;Telefone Sem Fio;5;SAMSUNG;3;Eletrodomestico;4;Casa e Decoração;2014;4;15;15/04/2014;3;875;314;33592779;-7619157
4490;2;Benito de Paula;3;Issac Palmeiras;5;Budapeste;12;Borracha;7;TILIBRA;3;Papelaria;2;papelaria/cosmético;2014;1;17;17/01/2014;3;5.3;1330;17375278;78474444
4491;6;Reginaldo Rossi;3;Issac Palmeiras;2;Nova Iorque;3;Teclado;1;APPLE;1;Informática;1;Tecnologia;2015;6;10;10/06/2015;1;342.09;57;7387778;3896389
4492;2;Benito de Paula;5;Maria Braga;2;Nova Iorque;11;Caneta ;8;FABER CASTELL;5;Papelaria;3;Eletro Eletrônico;2014;8;16;16/08/2014;1;0.5;1032;1293056;103855833
4493;4;Tom Jobim;5;Maria Braga;3;Roma;1;TV;3;DELL;1;Eletrodomestico;2;papelaria/cosmético;2014;5;19;19/05/2014;3;25.15;693;39911652;32840305
4494;4;Tom Jobim;1;Claudio Silva;1;Salvador;20;Geladeira;12;ELETROLUX;2;Eletrodomestico;4;Casa e Decoração;2014;1;13;13/01/2014;3;350;75;41792222;123432778
4495;5;Edson Arantes;6;Rodrigo Machado;2;Nova Iorque;3;Teclado;1;APPLE;1;Informática;2;papelaria/cosmético;2014;4;5;05/04/2014;2;342.09;482;24653664;4671522
4496;4;Tom Jobim;6;Rodrigo Machado;5;Budapeste;6;Notebook ;5;SAMSUNG;6;Informática;4;Casa e Decoração;2015;7;26;26/07/2015;2;550;641;1075;106666667
4497;4;Tom Jobim;7;João Oliveira;1;Salvador;21;microondas;14;DA CASA;6;Eletrodomestico;3;Eletro Eletrônico;2015;12;9;09/12/2015;2;2100;1146;-33925839;18423218
4498;6;Reginaldo Rossi;11;Filipe Almeida;1;Salvador;17;Aparalho de Barbear Elétrico;2;MICROSOFT;5;Eletrodomestico;3;Eletro Eletrônico;2015;12;6;06/12/2015;3;1075;720;52516667;134
4499;1;João do Pulo;12;Marilia Cardoso;1;Salvador;13;Estojo;7;TILIBRA;1;Papelaria;3;Eletro Eletrônico;2014;1;5;05/01/2014;1;3.2;105;455;-73583333
4500;3;Renato Russo;3;Issac Palmeiras;1;Salvador;9;Celular  8GB;8;FABER CASTELL;2;Informática;3;Eletro Eletrônico;2014;11;25;25/11/2014;2;12.25;2;4575;12665
4501;3;Renato Russo;9;Diego Santos;2;Nova Iorque;17;Aparalho de Barbear Elétrico;2;MICROSOFT;3;Eletrodomestico;1;Tecnologia;2015;6;20;20/06/2015;3;1075;684;23116667;11325
4502;1;João do Pulo;5;Maria Braga;3;Roma;19;Fogão;13;BRASTEMP;6;Eletrodomestico;1;Tecnologia;2015;11;4;04/11/2015;3;1500;1222;-29857896;31029198
4503;6;Reginaldo Rossi;1;Claudio Silva;4;Bagdá;4;Monitor;4;IBM;6;Informática;3;Eletro Eletrônico;2015;3;15;15/03/2015;1;1300;923;40408566;-369222
4504;1;João do Pulo;7;João Oliveira;1;Salvador;5;Computador;4;IBM;5;Informática;2;papelaria/cosmético;2014;11;13;13/11/2014;3;2125.99;756;32061667;118777778
4505;3;Renato Russo;4;Daniela Matos;2;Nova Iorque;1;TV;3;DELL;5;Eletrodomestico;1;Tecnologia;2015;3;5;05/03/2015;1;25.15;317;34516667;69183333
4506;6;Reginaldo Rossi;2;Márcio Barroso;4;Bagdá;17;Aparalho de Barbear Elétrico;2;MICROSOFT;4;Eletrodomestico;4;Casa e Decoração;2014;5;24;24/05/2014;3;1075;1246;18533333;73866667
4507;2;Benito de Paula;9;Diego Santos;3;Roma;17;Aparalho de Barbear Elétrico;2;MICROSOFT;2;Eletrodomestico;3;Eletro Eletrônico;2015;9;24;24/09/2015;2;1075;1155;20966667;729
4508;4;Tom Jobim;8;Márcia Brito;5;Budapeste;17;Aparalho de Barbear Elétrico;2;MICROSOFT;5;Eletrodomestico;4;Casa e Decoração;2014;1;10;10/01/2014;1;1075;646;4185;-8765
4509;2;Benito de Paula;6;Rodrigo Machado;2;Nova Iorque;17;Aparalho de Barbear Elétrico;2;MICROSOFT;6;Eletrodomestico;1;Tecnologia;2015;11;4;04/11/2015;1;1075;24;26466667;8035
4510;6;Reginaldo Rossi;9;Diego Santos;2;Nova Iorque;13;Estojo;7;TILIBRA;6;Papelaria;3;Eletro Eletrônico;2014;11;7;07/11/2014;2;3.2;1112;15636111;32437222
4511;4;Tom Jobim;12;Marilia Cardoso;2;Nova Iorque;7;Celular 4Gb;5;SAMSUNG;3;Informática;3;Eletro Eletrônico;2014;10;12;12/10/2014;2;52.9;1253;-8836804;13233174
4512;6;Reginaldo Rossi;2;Márcio Barroso;4;Bagdá;14;Classificador;9;AVON;1;Papelaria;2;papelaria/cosmético;2014;9;11;11/09/2014;3;25;29;9024325;38749226
4513;3;Renato Russo;4;Daniela Matos;4;Bagdá;9;Celular  8GB;8;FABER CASTELL;6;Informática;2;papelaria/cosmético;2014;9;9;09/09/2014;1;12.25;11;-1283333;36816667
